geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD02,2006,Estimate; Total (dollars):,27239,45.28,23.1,0.08
Davidson ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",44893,4723.06,2409.72,5.37
Durham ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",43806,4460.94,2275.99,5.2
Forsyth ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41997,3506.55,1789.06,4.26
Gaston ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",43110,6354.21,3241.94,7.52
Guilford ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",45887,2660.6,1357.45,2.96
Harnett ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42946,5022.13,2562.31,5.97
Henderson ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41706,4440.68,2265.65,5.43
Iredell ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",50056,4552.68,2322.8,4.64
Johnston ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",45316,4972.09,2536.78,5.6
Lincoln ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",48726,6560.34,3347.11,6.87
Mecklenburg ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",51673,795.91,406.08,0.79
Moore ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",50323,3910.47,1995.14,3.96
Nash ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41144,1995.74,1018.23,2.47
New Hanover ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",51169,1587.06,809.72,1.58
Onslow ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",31111,2206.64,1125.84,3.62
Orange ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",60267,11482.38,5858.36,9.72
Pitt ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46221,3351.66,1710.03,3.7
Randolph ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40138,3065.7,1564.13,3.9
Robeson ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",34322,4963.74,2532.52,7.38
Rockingham ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",38458,4202.38,2144.07,5.58
Rowan ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41269,2035.06,1038.3,2.52
Rutherford ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",37150,7577.87,3866.26,10.41
Surry ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40529,2342.47,1195.14,2.95
Union ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",53066,5036.43,2569.61,4.84
Wake ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",61551,2043.4,1042.55,1.69
Wayne ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40535,3088.34,1575.68,3.89
Wilkes ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",35487,3201.53,1633.43,4.6
Wilson ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40315,6642.55,3389.06,8.41
United States,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11660,51.23,26.14,0.22
North Carolina,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10689,284.77,145.29,1.36
Alamance ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11768,2194.72,1119.76,9.52
Brunswick ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12482,2846.47,1452.28,11.63
Buncombe ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11381,1252.26,638.91,5.61
Burke ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9791,2025.53,1033.43,10.55
Cabarrus ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11304,1925.45,982.37,8.69
Caldwell ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10893,1060.43,541.04,4.97
Carteret ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12239,4866.04,2482.67,20.28
Catawba ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12325,3983.15,2032.22,16.49
Chatham ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10217,3463.66,1767.17,17.3
Cleveland ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9898,1783.66,910.03,9.19
Craven ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),6738,2701.11,1378.12,20.45
Cumberland ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10823,1316.6,671.73,6.21
Davidson ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),8265,3112.17,1587.84,19.21
Durham ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12430,4298.89,2193.31,17.65
Forsyth ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10726,961.53,490.58,4.57
Gaston ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10957,1738.38,886.93,8.09
Guilford ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9904,1109.28,565.96,5.71
Harnett ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9306,3831.83,1955.02,21.01
Henderson ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11722,2668.94,1361.7,11.62
Iredell ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11208,1683.57,858.96,7.66
Johnston ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11159,3127.66,1595.74,14.3
Lincoln ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),8719,4696.85,2396.35,27.48
Mecklenburg ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12192,803.06,409.72,3.36
Moore ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),6672,1719.32,877.2,13.15
Nash ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10021,5641.7,2878.42,28.72
New Hanover ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10316,2416.34,1232.83,11.95
Onslow ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11151,2042.21,1041.94,9.34
Orange ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),8258,1741.96,888.76,10.76
Pitt ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),7739,2108.94,1075.99,13.9
Randolph ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11545,1629.96,831.61,7.2
Robeson ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10342,3263.49,1665.05,16.1
Rockingham ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10473,7402.72,3776.9,36.06
Rowan ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9819,1470.3,750.15,7.64
Rutherford ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11076,5645.28,2880.24,26
Surry ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),12289,4167.83,2126.44,17.3
Union ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),8923,1663.32,848.63,9.51
Wake ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),10909,993.7,506.99,4.65
Wayne ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),9945,3528,1800,18.1
Wilkes ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),11417,4665.87,2380.55,20.85
Wilson ,HD01_VD06,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Other (dollars),7063,2665.36,1359.88,19.25
United States,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),27104,57.19,29.18,0.11
North Carolina,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),26099,272.85,139.21,0.53
Alamance ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),25968,2094.64,1068.69,4.12
Brunswick ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),21641,3348.09,1708.21,7.89
Buncombe ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),25804,2286.47,1166.57,4.52
Burke ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),21704,3558.98,1815.81,8.37
Cabarrus ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),26891,2514.04,1282.67,4.77
Caldwell ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),22008,2942.98,1501.52,6.82
Carteret ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),22796,5373.62,2741.64,12.03
Catawba ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),26187,2299.57,1173.25,4.48
Chatham ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),30901,6235.06,3181.15,10.29
Cleveland ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),21731,1836.09,936.78,4.31
Craven ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),21210,1899.23,968.99,4.57
Cumberland ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),21780,1060.43,541.04,2.48
Davidson ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),22317,2337.7,1192.7,5.34
Durham ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),31500,891.23,454.71,1.44
Forsyth ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),26345,1635.91,834.65,3.17
Gaston ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),25760,2649.87,1351.97,5.25
Guilford ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),25416,1503.66,767.17,3.02
Harnett ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),22865,3638.81,1856.54,8.12
Henderson ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),28663,3906.89,1993.31,6.95
Iredell ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),24684,4410.89,2250.45,9.12
Johnston ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),26465,2365.11,1206.69,4.56
Lincoln ,HD01_VD08,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Female -- - Total (dollars),29333,6012.26,3067.48,10.46
