geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD06,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,374,370.55,189.06,50.55,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD07,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,445,283.57,144.68,32.51,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD08,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,823,588.6,300.31,36.49,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD09,2014,Estimate; Income in the past 12 months below poverty level: - Other family:,2684,961.53,490.58,18.28,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD10,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",397,525.45,268.09,67.53,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD11,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",357,451.57,230.39,64.54,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD12,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",0,235.91,120.36,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD13,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,235.91,120.36,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD14,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",357,451.57,230.39,64.54,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD15,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",40,81.02,41.34,103.35,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD16,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",2287,881.7,449.85,19.67,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD17,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2036,875.74,446.81,21.95,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD18,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",261,287.15,146.51,56.13,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD19,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",373,322.89,164.74,44.17,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD20,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1402,767.32,391.49,27.92,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD21,2014,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",251,233.53,119.15,47.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD22,2014,Estimate; Income in the past 12 months at or above poverty level:,51858,2710.64,1382.98,2.67,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD23,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,44729,2777.36,1417.02,3.17,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD24,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,16718,1680,857.14,5.13,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD25,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,3266,940.09,479.64,14.69,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD26,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,2584,909.11,463.83,17.95,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD27,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,10868,1373.79,700.91,6.45,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD28,2014,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,28011,2213.79,1129.48,4.03,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD29,2014,Estimate; Income in the past 12 months at or above poverty level: - Other family:,7129,1532.26,781.77,10.97,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD30,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",1970,830.47,423.71,21.51,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD31,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1184,629.11,320.97,27.11,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD32,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",168,184.68,94.22,56.08,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD33,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",35,67.91,34.65,99,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD34,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",981,663.66,338.6,34.52,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD35,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",786,414.64,211.55,26.91,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD36,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",5159,1291.57,658.96,12.77,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD37,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2523,788.77,402.43,15.95,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD38,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",450,409.87,209.12,46.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD39,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",121,170.38,86.93,71.84,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD40,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",1952,633.87,323.4,16.57,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD41,2014,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",2636,843.57,430.39,16.33,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD01,2015,Estimate; Total:,58857,2530.72,1291.18,2.19,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD02,2015,Estimate; Income in the past 12 months below poverty level:,3628,978.21,499.09,13.76,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD03,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1659,754.21,384.8,23.19,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD04,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children of the householder under 18 years:,819,575.49,293.62,35.85,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD05,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children of the householder under 18 years: - Under 5 years only,0,238.3,121.58,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD06,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children of the householder under 18 years: - Under 5 years and 5 to 17 years,185,239.49,122.19,66.05,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD07,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children of the householder under 18 years: - 5 to 17 years only,634,507.57,258.96,40.85,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD08,2015,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children of the householder under 18 years,840,473.02,241.34,28.73,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD09,2015,Estimate; Income in the past 12 months below poverty level: - Other family:,1969,741.11,378.12,19.2,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD10,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",360,334.81,170.82,47.45,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD11,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children of the householder under 18 years:",225,280,142.86,63.49,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD12,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children of the householder under 18 years: - Under 5 years only",0,238.3,121.58,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD13,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children of the householder under 18 years: - Under 5 years and 5 to 17 years",36,72.68,37.08,103,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD14,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children of the householder under 18 years: - 5 to 17 years only",189,272.85,139.21,73.66,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD15,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children of the householder under 18 years",135,185.87,94.83,70.24,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD16,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1609,672,342.86,21.31,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD17,2015,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children of the householder under 18 years:",1284,621.96,317.33,24.71,"White, non-Hispanic"
